대직무코드,대직무분류,중직무코드,중직무분류,소직무코드,소직무분류,학과,직업,직무코드,자격증,자격증ID
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,환경위해관리기사,T187
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,신재생에너지발전설비기사(태양광),T494
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건축산업기사,T223
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건축목공산업기사,T221
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건축설비산업기사,T226
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건축일반시공산업기사,T229
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,방수산업기사,T365
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,실내건축산업기사,T500
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,토목산업기사,T099
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건설재료시험산업기사,T213
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,잠수산업기사,T600
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,지적산업기사,T033
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,측량및지형공간정보산업기사,T070
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,콘크리트산업기사,T092
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,항로표지산업기사,T158
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,해양조사산업기사,T165
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,공간정보융합산업기사,T235
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,조경산업기사,T008
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,교통산업기사,T258
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,배관산업기사,T369
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건설기계설비산업기사,T204
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건설기계정비산업기사,T207
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,궤도장비정비산업기사,T264
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,승강기산업기사,T467
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,전기산업기사,T609
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,광학기기산업기사,T250
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,전자산업기사,T635
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,3D프린터개발산업기사,T188
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,정보처리산업기사,T652
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,정보보안산업기사,T643
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,무선설비산업기사,T342
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,전파전자통신산업기사,T642
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,정보통신산업기사,T656
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,통신선로산업기사,T107
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,건설안전산업기사,T210
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,산업안전산업기사,T412
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,산업위생관리산업기사,T415
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,소방설비산업기사(기계분야),T442
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,소방설비산업기사(전기분야),T443
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,화재감식평가산업기사,T179
14,건설,1,건설공사관리,4,스마트건설관리,"건축학, 건축, 건축.설비공학, 건축.설비, 건축시공과, 도시공학, 도시.지역학, 조경학, 조경, 토목공학, 토목, 산업공학, 응용공학, 환경학, 환경, 지구.지리학, 지적, 지상교통공학, 지상교통","건축가, 건축구조기술자, 건축설비기술자, 건축감리기술자, 건축안전.환경.품질.에너지관리기술자, 건축시공기술자 및 견적원, 토목구조설계기술자, 토목감리기술자, 토목안전.환경.품질기술자, 토목시공기술자 및 견적원, 조경기술자, 도시계획.설계가, 교통계획.설계가, 교통영향평가원, 지적 및 측량기술자, 지리정보시스템전문가, 건설자재 시험원",1414,방사선비파괴검사산업기사,T359
