대직무코드,대직무분류,중직무코드,중직무분류,소직무코드,소직무분류,학과,직업,직무코드,자격증,자격증ID
1,사업관리,1,사업관리,1,프로젝트관리,"국제지역학,국제학,경영학,경영.경제,경영.사무과,산업공학","광원.채석원 및 석재절단원, 가스.에너지공학 기술자 및 연구원, 토목시공기술자, 건설.채굴 관리자, 산업안전원, 건설.채굴단순종사원, 건설 및 채굴기계운전원, 광산지질조사원, 시추기술자, 경영기획사무원,영업기획.관리.지원사무원,총무사무원",111,컴퓨터활용능력 1급,T088
1,사업관리,1,사업관리,1,프로젝트관리,"국제지역학,국제학,경영학,경영.경제,경영.사무과,산업공학","광원.채석원 및 석재절단원, 가스.에너지공학 기술자 및 연구원, 토목시공기술자, 건설.채굴 관리자, 산업안전원, 건설.채굴단순종사원, 건설 및 채굴기계운전원, 광산지질조사원, 시추기술자, 경영기획사무원,영업기획.관리.지원사무원,총무사무원",111,컴퓨터활용능력 2급,T088
1,사업관리,1,사업관리,1,프로젝트관리,"국제지역학,국제학,경영학,경영.경제,경영.사무과,산업공학","광원.채석원 및 석재절단원, 가스.에너지공학 기술자 및 연구원, 토목시공기술자, 건설.채굴 관리자, 산업안전원, 건설.채굴단순종사원, 건설 및 채굴기계운전원, 광산지질조사원, 시추기술자, 경영기획사무원,영업기획.관리.지원사무원,총무사무원",111,정보기술프로젝트관리전문가(IT-PMP),M115
1,사업관리,1,사업관리,2,해외관리,"경영학, 국제지역학,국제학","경영기획사무원, 광고.홍보.마케팅사무원, 직업상담사",112,직업상담사,T035
2,경영.회계.사무,1,기획사무,1,경영기획,경영.경제학,"경영지원사무원, 경영 및 진단 전문가",211,사회조사분석사,T400
2,경영.회계.사무,1,기획사무,1,경영기획,경영.경제학,"경영지원사무원, 경영 및 진단 전문가",211,경영지도사,S023
2,경영.회계.사무,1,기획사무,2,홍보.광고,"광고.홍보, 경영학,경영.사무","광고.홍보 전문가, 광고.홍보.마케팅 사무원",212,컴퓨터그래픽기능사,T082
2,경영.회계.사무,1,기획사무,2,홍보.광고,"광고.홍보, 경영학,경영.사무","광고.홍보 전문가, 광고.홍보.마케팅 사무원",212,광고도장기능사,
2,경영.회계.사무,1,기획사무,2,홍보.광고,"광고.홍보, 경영학,경영.사무","광고.홍보 전문가, 광고.홍보.마케팅 사무원",212,경영지도사,S023
2,경영.회계.사무,1,기획사무,2,홍보.광고,"광고.홍보, 경영학,경영.사무","광고.홍보 전문가, 광고.홍보.마케팅 사무원",212,옥외광고사,M097
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,전자상거래운용사,T638
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,텔레마케팅관리사,T095
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,전자상거래관리사,T636
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,사회조사분석사1급,T400
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,사회조사분석사2급,T401
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,빅데이터분석기사,T393
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,경영지도사,S023
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,유통관리사,S189
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,SMAT(서비스경영자격) 1급(컨설턴트),M036
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,SMAT(서비스경영자격) 2급(관리자),M037
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,SMAT(서비스경영자격) 3급(실무자),M038
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,데이터분석전문가,M052
2,경영.회계.사무,1,기획사무,3,마케팅,"경영.경제학, 무역.유통학과, 광고.홍보학, 수학.통계학, 사회계열","마케팅.광고.홍보관리자,기획 및 마케팅 사무원, 마케팅조사전문가, 통계사무원, 상품기획전문가, 상품중개인 및 경매자",213,데이터분석준전문가,M053
2,경영.회계.사무,2,총무.인사,1,총무,경영전공,"총무사무원,비상대비업무 담당자",221,경영지도사,S023
2,경영.회계.사무,2,총무.인사,1,총무,경영전공,"총무사무원,비상대비업무 담당자",221,공인노무사,S028
2,경영.회계.사무,2,총무.인사,1,총무,경영전공,"총무사무원,비상대비업무 담당자",221,자산관리사,M082
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,사회조사분석사,T400
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,컴퓨터활용능력,T088
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,워드프로세서,T535
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,사무자동화산업기사,T394
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,공인노무사,S028
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,법무사,S122
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,경영지도사,S023
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,ERP인사정보관리사 1급,M008
2,경영.회계.사무,2,총무.인사,2,인사조직,경영학,"인사.노무 전문가, 인사.교육.훈련 사무원",222,ERP인사정보관리사 2급,M009
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,워드프로세서,T535
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,사무자동화산업기사,T394
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,비서1급,T385
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,컴퓨터활용능력1급,T088
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,한글속기1급,T140
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,전산회계운용사1급,T621
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,비서2급,T386
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,컴퓨터활용능력2급,T089
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,한글속기2급,T141
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,전산회계운용사2급,T622
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,비서3급,T387
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,한글속기3급,T142
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,전산회계운용사3급,T623
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,SMAT(서비스경영자격) 1급(컨설턴트),M036
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,SMAT(서비스경영자격) 2급(관리자),M037
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,SMAT(서비스경영자격) 3급(실무자),M038
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,정보기술자격(ITQ) A등급,M112
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,정보기술자격(ITQ) B등급,M113
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,정보기술자격(ITQ) C등급,M114
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,ERP회계정보관리사1급,M010
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,ERP회계정보관리사2급,M011
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,전산회계1급,M107
2,경영.회계.사무,2,총무.인사,3,일반사무,"경영학, 경제학, 비서학과, 행정학과","전산자료입력원 및 사무보조원, 경영지원사무원",223,전산회계2급,M108
2,경영.회계.사무,3,재무.회계,1,재무,"경영.경제학, 금융.회계.세무학","재무관리자, 경리사무원",231,전산회계운용사1급,T621
2,경영.회계.사무,3,재무.회계,1,재무,"경영.경제학, 금융.회계.세무학","재무관리자, 경리사무원",231,전산회계운용사2급,T622
2,경영.회계.사무,3,재무.회계,1,재무,"경영.경제학, 금융.회계.세무학","재무관리자, 경리사무원",231,전산회계운용사3급,T623
2,경영.회계.사무,3,재무.회계,1,재무,"경영.경제학, 금융.회계.세무학","재무관리자, 경리사무원",231,경영지도사,S023
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,전산회계운용사1급,T621
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,전산회계운용사2급,T622
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,전산회계운용사3급,T623
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,공인회계사,S030
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,세무사,S156
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,관세사,S043
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,전산회계1급,M107
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,전산회계2급,M108
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,세무회계1급,M079
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,세무회계2급,M080
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,세무회계3급,M081
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,ERP생산정보관리사1급,M006
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,ERP생산정보관리사2급,M007
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,회계관리1급,M202
2,경영.회계.사무,3,재무.회계,2,회계,금융.회계.세무 전공,"회계사, 세무사, 회계 사무원, 감사 사무원, 경리 사무원, 관세사, 조세행정 사무원, 관세행정 사무원",232,회계관리2급,M203
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,공장관리기술사,T238
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,품질관리기술사,T131
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,품질경영기사,T128
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,품질경영산업기사,T129
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,검량사,S014
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,검수사,S015
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,물류관리사,S114
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,경영지도사,S023
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,유통관리사1급,S189
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,유통관리사2급,S190
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,유통관리사3급,S191
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,ERP물류정보관리사1급,M004
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,ERP물류정보관리사2급,M005
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,ERP생산정보관리사1급,M006
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,ERP인사정보관리사2급,M009
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,ERP회계정보관리사1급,M010
2,경영.회계.사무,4,생산.품질관리,1,생산관리,"산업공학, 경영학, 경영.경제, 경영.사무, 무역.유통학, 무역.유통","총무 사무원 및 대학 행정조교, 물류사무원, 자재.구매 사무원, 생산관리사무원,품질관리사무원",241,ERP회계정보관리사2급,M011
2,경영.회계.사무,4,생산.품질관리,2,품질관리,"경영 전공, 산업공학, 산업경영공학 전공","생산관리사무원, 품질관리사무원",242,품질관리기술사,T131
2,경영.회계.사무,4,생산.품질관리,2,품질관리,"경영 전공, 산업공학, 산업경영공학 전공","생산관리사무원, 품질관리사무원",242,품질경영기사,T128
2,경영.회계.사무,4,생산.품질관리,2,품질관리,"경영 전공, 산업공학, 산업경영공학 전공","생산관리사무원, 품질관리사무원",242,품질경영산업기사,T129
2,경영.회계.사무,4,생산.품질관리,2,품질관리,"경영 전공, 산업공학, 산업경영공학 전공","생산관리사무원, 품질관리사무원",242,경영지도사,S023
2,경영.회계.사무,4,생산.품질관리,2,품질관리,"경영 전공, 산업공학, 산업경영공학 전공","생산관리사무원, 품질관리사무원",242,ERP생산정보관리사1급,M006
2,경영.회계.사무,4,생산.품질관리,2,품질관리,"경영 전공, 산업공학, 산업경영공학 전공","생산관리사무원, 품질관리사무원",242,ERP생산정보관리사2급,M007
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,관세사,S043
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,검량사,S014
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,검수사,S015
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,유통관리사1급,S189
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,유통관리사2급,S190
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,유통관리사3급,S191
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,물류관리사,S114
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP물류정보관리사1급,M004
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP물류정보관리사2급,M005
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP생산정보관리사1급,M006
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP생산정보관리사2급,M007
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP인사정보관리사1급,M008
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP인사정보관리사2급,M009
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP회계정보관리사1급,M010
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,ERP회계정보관리사2급,M011
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,원산지관리사,M099
2,경영.회계.사무,4,생산.품질관리,3,물류무역관리,"무역.유통, 경영학, 경영.경제, 경영.사무","관세사, 무역사무원, 물류사무원, 자재.구매 사무원",243,보세사,S131
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,보험계리사,S133
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,신용관리사,M087
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,신용위험분석사(CRA),M090
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,신용분석사,M088
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,여신심사역,M093
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,자산관리사(FP),M103
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,재경관리사,M104
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,개인보험심사역,M041
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,기업보험심사역,M048
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,신용상담사,M089
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,국제금융역,M047
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,외환전문역1종,M210
3,금융.보험,1,금융,2,금융상품개발,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","금융상품개발자, 보험상품개발자",312,외환전문역2종,M211
3,금융.보험,1,금융,3,신용분석,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","투자분석가, 신용분석가, 은행사무원",313,공인회계사,S030
3,금융.보험,1,금융,3,신용분석,"금융.회계.세무학, 전산학.컴퓨터공학, 응용소프트웨어공학, 통계학, 경제학","투자분석가, 신용분석가, 은행사무원",313,세무사,S156
